name_of_img,labels
Cinclidium_diana_1_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Cinclidium_diana_3_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Cinclidium_diana_4_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Pittasoma_michleri_2_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Pittasoma_michleri_4_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Pittasoma_michleri_1_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Tchagra_senegalus_3_M_Back.png,"[0, 0, 29, 5, 0, 64, 0, 0, 0]"
Tchagra_senegalus_6_F_Back.png,"[0, 0, 29, 5, 0, 64, 0, 0, 0]"
Tchagra_senegalus_1_M_Back.png,"[0, 0, 29, 5, 0, 64, 0, 0, 0]"
Conirostrum_cinereum_6_F_Back.png,"[0, 0, 59, 40, 0, 0, 0, 0, 0]"
Conirostrum_cinereum_3_M_Back.png,"[0, 0, 59, 40, 0, 0, 0, 0, 0]"
Conirostrum_cinereum_1_M_Back.png,"[0, 0, 59, 40, 0, 0, 0, 0, 0]"
Conirostrum_cinereum_2_M_Back.png,"[0, 0, 59, 40, 0, 0, 0, 0, 0]"
Conirostrum_cinereum_4_F_Back.png,"[0, 0, 59, 40, 0, 0, 0, 0, 0]"
Conirostrum_cinereum_5_F_Back.png,"[0, 0, 59, 40, 0, 0, 0, 0, 0]"
Tyrannopsis_sulphurea_1_M_Back.png,"[0, 0, 90, 0, 0, 9, 0, 0, 0]"
Oriolus_percivali_2_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Oriolus_percivali_4_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Oriolus_percivali_5_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Oriolus_percivali_1_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Manucodia_jobiensis_5_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Manucodia_jobiensis_6_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Manucodia_jobiensis_1_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Pitta_nipalensis_4_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Pitta_nipalensis_1_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Pitta_nipalensis_3_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Sporophila_intermedia_1_M_Back.png,"[0, 59, 0, 40, 0, 0, 0, 0, 0]"
Sporophila_intermedia_4_F_Back.png,"[0, 59, 0, 40, 0, 0, 0, 0, 0]"
Apalis_binotata_1_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Apalis_binotata_4_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Apalis_binotata_2_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Myzomela_eques_4_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Myzomela_eques_3_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Pycnonotus_aurigaster_4_F_Back.png,"[0, 0, 93, 7, 0, 0, 0, 0, 0]"
Pycnonotus_aurigaster_5_F_Back.png,"[0, 0, 93, 7, 0, 0, 0, 0, 0]"
Pycnonotus_aurigaster_2_M_Back.png,"[0, 0, 93, 7, 0, 0, 0, 0, 0]"
Dives_warszewiczi_2_M_Back.png,"[0, 0, 60, 39, 0, 0, 0, 0, 0]"
Dives_warszewiczi_4_F_Back.png,"[0, 0, 60, 39, 0, 0, 0, 0, 0]"
Dives_warszewiczi_5_F_Back.png,"[0, 0, 60, 39, 0, 0, 0, 0, 0]"
Diglossa_cyanea_6_F_Back.png,"[0, 0, 84, 15, 0, 0, 0, 0, 0]"
Diglossa_cyanea_4_F_Back.png,"[0, 0, 84, 15, 0, 0, 0, 0, 0]"
Diglossa_cyanea_1_M_Back.png,"[0, 0, 84, 15, 0, 0, 0, 0, 0]"
Diglossa_cyanea_2_M_Back.png,"[0, 0, 84, 15, 0, 0, 0, 0, 0]"
Diglossa_cyanea_3_M_Back.png,"[0, 0, 84, 15, 0, 0, 0, 0, 0]"
Diglossa_cyanea_5_F_Back.png,"[0, 0, 84, 15, 0, 0, 0, 0, 0]"
Philydor_rufum_1_M_Back.png,"[0, 0, 96, 0, 0, 0, 0, 3, 0]"
Philydor_rufum_4_F_Back.png,"[0, 0, 96, 0, 0, 0, 0, 3, 0]"
Philydor_rufum_2_M_Back.png,"[0, 0, 96, 0, 0, 0, 0, 3, 0]"
Philydor_rufum_6_F_Back.png,"[0, 0, 96, 0, 0, 0, 0, 3, 0]"
Philydor_rufum_5_F_Back.png,"[0, 0, 96, 0, 0, 0, 0, 3, 0]"
Eremalauda_starki_3_M_Back.png,"[0, 100, 0, 0, 0, 0, 0, 0, 0]"
Eremalauda_starki_5_F_Back.png,"[0, 100, 0, 0, 0, 0, 0, 0, 0]"
Eremalauda_starki_1_M_Back.png,"[0, 100, 0, 0, 0, 0, 0, 0, 0]"
Eremalauda_starki_2_M_Back.png,"[0, 100, 0, 0, 0, 0, 0, 0, 0]"
Eremalauda_starki_6_F_Back.png,"[0, 100, 0, 0, 0, 0, 0, 0, 0]"
Ploceus_weynsi_4_F_Back.png,"[0, 0, 57, 0, 0, 0, 0, 42, 0]"
Ploceus_weynsi_3_M_Back.png,"[0, 0, 57, 0, 0, 0, 0, 42, 0]"
Xanthopsar_flavus_1_M_Back.png,"[0, 45, 0, 0, 0, 0, 0, 54, 0]"
Xanthopsar_flavus_4_F_Back.png,"[0, 45, 0, 0, 0, 0, 0, 54, 0]"
Xanthopsar_flavus_3_M_Back.png,"[0, 45, 0, 0, 0, 0, 0, 54, 0]"
Locustella_luscinioides_5_F_Back.png,"[0, 0, 0, 1, 0, 51, 0, 45, 0]"
Hirundo_daurica_3_M_Back.png,"[0, 0, 84, 9, 0, 0, 0, 4, 1]"
Hirundo_daurica_4_F_Back.png,"[0, 0, 84, 9, 0, 0, 0, 4, 1]"
Hirundo_daurica_6_F_Back.png,"[0, 0, 84, 9, 0, 0, 0, 4, 1]"
Xolmis_cinereus_6_F_Back.png,"[0, 6, 0, 0, 0, 93, 0, 0, 0]"
Xolmis_cinereus_4_F_Back.png,"[0, 6, 0, 0, 0, 93, 0, 0, 0]"
Xolmis_cinereus_3_M_Back.png,"[0, 6, 0, 0, 0, 93, 0, 0, 0]"
Telophorus_olivaceus_1_M_Back.png,"[0, 0, 22, 14, 0, 63, 0, 0, 0]"
Telophorus_olivaceus_2_M_Back.png,"[0, 0, 22, 14, 0, 63, 0, 0, 0]"
Telophorus_olivaceus_5_F_Back.png,"[0, 0, 22, 14, 0, 63, 0, 0, 0]"
Tachyphonus_luctuosus_6_F_Back.png,"[0, 0, 97, 2, 0, 0, 0, 0, 0]"
Tachyphonus_luctuosus_5_F_Back.png,"[0, 0, 97, 2, 0, 0, 0, 0, 0]"
Tachyphonus_luctuosus_2_M_Back.png,"[0, 0, 97, 2, 0, 0, 0, 0, 0]"
Tachyphonus_luctuosus_3_M_Back.png,"[0, 0, 97, 2, 0, 0, 0, 0, 0]"
Tachyphonus_luctuosus_1_M_Back.png,"[0, 0, 97, 2, 0, 0, 0, 0, 0]"
Onychognathus_salvadorii_5_F_Back.png,"[0, 0, 0, 99, 0, 0, 0, 0, 0]"
Onychognathus_salvadorii_1_M_Back.png,"[0, 0, 0, 99, 0, 0, 0, 0, 0]"
Onychognathus_salvadorii_6_F_Back.png,"[0, 0, 0, 99, 0, 0, 0, 0, 0]"
Aethopyga_christinae_5_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Aethopyga_christinae_3_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Aethopyga_christinae_2_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Icterus_chrysater_4_F_Back.png,"[0, 0, 79, 0, 0, 20, 0, 0, 0]"
Icterus_chrysater_5_F_Back.png,"[0, 0, 79, 0, 0, 20, 0, 0, 0]"
Tangara_cyanoventris_1_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Tangara_cyanoventris_2_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Tangara_cyanoventris_3_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Pitta_phayrei_4_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Pitta_phayrei_5_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Pitta_phayrei_3_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Pitta_phayrei_2_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Trichastoma_bicolor_5_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Trichastoma_bicolor_1_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Trichastoma_bicolor_4_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Furnarius_cinnamomeus_2_M_Back.png,"[0, 0, 63, 34, 0, 0, 0, 2, 0]"
Furnarius_cinnamomeus_1_M_Back.png,"[0, 0, 63, 34, 0, 0, 0, 2, 0]"
Furnarius_cinnamomeus_4_F_Back.png,"[0, 0, 63, 34, 0, 0, 0, 2, 0]"
Furnarius_cinnamomeus_5_F_Back.png,"[0, 0, 63, 34, 0, 0, 0, 2, 0]"
Chrysomma_sinense_4_F_Back.png,"[0, 13, 0, 58, 0, 0, 0, 28, 0]"
Chrysomma_sinense_1_M_Back.png,"[0, 13, 0, 58, 0, 0, 0, 28, 0]"
Chrysomma_sinense_6_F_Back.png,"[0, 13, 0, 58, 0, 0, 0, 28, 0]"
Acanthorhynchus_tenuirostris_6_F_Back.png,"[0, 0, 76, 10, 0, 13, 0, 0, 0]"
Chamaea_fasciata_4_F_Back.png,"[0, 0, 0, 100, 0, 0, 0, 0, 0]"
Chamaea_fasciata_5_F_Back.png,"[0, 0, 0, 100, 0, 0, 0, 0, 0]"
Chamaea_fasciata_3_M_Back.png,"[0, 0, 0, 100, 0, 0, 0, 0, 0]"
Chamaea_fasciata_1_M_Back.png,"[0, 0, 0, 100, 0, 0, 0, 0, 0]"
Chamaea_fasciata_2_M_Back.png,"[0, 0, 0, 100, 0, 0, 0, 0, 0]"
Bradornis_pallidus_5_F_Back.png,"[0, 0, 0, 6, 0, 93, 0, 0, 0]"
Bradornis_pallidus_4_F_Back.png,"[0, 0, 0, 6, 0, 93, 0, 0, 0]"
Bradornis_pallidus_3_M_Back.png,"[0, 0, 0, 6, 0, 93, 0, 0, 0]"
Stachyris_ambigua_4_F_Back.png,"[0, 0, 94, 5, 0, 0, 0, 0, 0]"
Stachyris_ambigua_3_M_Back.png,"[0, 0, 94, 5, 0, 0, 0, 0, 0]"
Stachyris_ambigua_1_M_Back.png,"[0, 0, 94, 5, 0, 0, 0, 0, 0]"
Prunella_atrogularis_2_M_Back.png,"[0, 0, 64, 35, 0, 0, 0, 0, 0]"
Prunella_atrogularis_4_F_Back.png,"[0, 0, 64, 35, 0, 0, 0, 0, 0]"
Prunella_atrogularis_6_F_Back.png,"[0, 0, 64, 35, 0, 0, 0, 0, 0]"
Pycnonotus_penicillatus_6_F_Back.png,"[0, 0, 80, 19, 0, 0, 0, 0, 0]"
Pycnonotus_penicillatus_4_F_Back.png,"[0, 0, 80, 19, 0, 0, 0, 0, 0]"
Coracina_maxima_1_M_Back.png,"[0, 43, 0, 26, 0, 30, 0, 0, 0]"
Coracina_maxima_4_F_Back.png,"[0, 43, 0, 26, 0, 30, 0, 0, 0]"
Coracina_maxima_5_F_Back.png,"[0, 43, 0, 26, 0, 30, 0, 0, 0]"
Coracina_maxima_3_F_Back.png,"[0, 43, 0, 26, 0, 30, 0, 0, 0]"
Corvinella_corvina_4_F_Back.png,"[0, 7, 8, 0, 0, 83, 0, 0, 0]"
Corvinella_corvina_2_M_Back.png,"[0, 7, 8, 0, 0, 83, 0, 0, 0]"
Corvinella_corvina_5_F_Back.png,"[0, 7, 8, 0, 0, 83, 0, 0, 0]"
Rhodinocichla_rosea_3_F_Back.png,"[0, 0, 86, 13, 0, 0, 0, 0, 0]"
Rhodinocichla_rosea_1_M_Back.png,"[0, 0, 86, 13, 0, 0, 0, 0, 0]"
Rhodinocichla_rosea_4_F_Back.png,"[0, 0, 86, 13, 0, 0, 0, 0, 0]"
Rhodinocichla_rosea_2_F_Back.png,"[0, 0, 86, 13, 0, 0, 0, 0, 0]"
Garrulax_bicolor_6_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Garrulax_bicolor_2_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Garrulax_bicolor_3_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Turdus_falcklandii_2_M_Back.png,"[0, 14, 8, 69, 0, 0, 0, 0, 7]"
Turdus_falcklandii_4_F_Back.png,"[0, 14, 8, 69, 0, 0, 0, 0, 7]"
Turdus_falcklandii_3_M_Back.png,"[0, 14, 8, 69, 0, 0, 0, 0, 7]"
Hypothymis_azurea_5_F_Back.png,"[0, 0, 96, 0, 0, 0, 0, 3, 0]"
Hypothymis_azurea_4_F_Back.png,"[0, 0, 96, 0, 0, 0, 0, 3, 0]"
Hypothymis_azurea_2_M_Back.png,"[0, 0, 96, 0, 0, 0, 0, 3, 0]"
Hypothymis_azurea_1_M_Back.png,"[0, 0, 96, 0, 0, 0, 0, 3, 0]"
Zosterops_inornatus_2_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Lichenostomus_cratitius_1_M_Back.png,"[0, 0, 0, 99, 0, 0, 0, 0, 0]"
Lichenostomus_cratitius_3_M_Back.png,"[0, 0, 0, 99, 0, 0, 0, 0, 0]"
Lagonosticta_rufopicta_3_M_Back.png,"[0, 0, 27, 3, 0, 68, 0, 0, 0]"
Lagonosticta_rufopicta_4_F_Back.png,"[0, 0, 27, 3, 0, 68, 0, 0, 0]"
Lagonosticta_rufopicta_6_F_Back.png,"[0, 0, 27, 3, 0, 68, 0, 0, 0]"
Lagonosticta_rufopicta_1_M_Back.png,"[0, 0, 27, 3, 0, 68, 0, 0, 0]"
Lagonosticta_rufopicta_2_M_Back.png,"[0, 0, 27, 3, 0, 68, 0, 0, 0]"
Monarcha_chrysomela_2_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Monarcha_chrysomela_6_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Monarcha_chrysomela_1_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Copsychus_niger_2_M_Back.png,"[0, 0, 95, 4, 0, 0, 0, 0, 0]"
Copsychus_niger_5_F_Back.png,"[0, 0, 95, 4, 0, 0, 0, 0, 0]"
Copsychus_niger_6_F_Back.png,"[0, 0, 95, 4, 0, 0, 0, 0, 0]"
Euphonia_mesochrysa_1_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Euphonia_mesochrysa_2_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Empidonax_virescens_6_F_Back.png,"[0, 0, 87, 10, 0, 0, 0, 2, 0]"
Tangara_mexicana_4_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Tangara_mexicana_1_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Tangara_mexicana_2_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Tangara_mexicana_3_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Tangara_mexicana_6_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Tangara_mexicana_5_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Monarcha_frater_1_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Monarcha_frater_2_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Dendroica_occidentalis_1_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Dendroica_occidentalis_2_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Tyrannus_albogularis_3_F_Back.png,"[0, 0, 81, 0, 0, 15, 0, 0, 0]"
Tyrannus_albogularis_2_M_Back.png,"[0, 0, 81, 0, 0, 15, 0, 0, 0]"
Hypsipetes_crassirostris_3_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Hypsipetes_crassirostris_2_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Hypsipetes_crassirostris_5_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Hypsipetes_crassirostris_1_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Hypsipetes_crassirostris_6_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Erythrura_prasina_2_M_Back.png,"[0, 0, 90, 9, 0, 0, 0, 0, 0]"
Erythrura_prasina_3_M_Back.png,"[0, 0, 90, 9, 0, 0, 0, 0, 0]"
Erythrura_prasina_6_F_Back.png,"[0, 0, 90, 9, 0, 0, 0, 0, 0]"
Erythrura_prasina_5_F_Back.png,"[0, 0, 90, 9, 0, 0, 0, 0, 0]"
Oreostruthus_fuliginosus_2_M_Back.png,"[0, 0, 91, 8, 0, 0, 0, 0, 0]"
Struthidea_cinerea_2_M_Back.png,"[0, 0, 27, 11, 0, 61, 0, 0, 0]"
Struthidea_cinerea_6_F_Back.png,"[0, 0, 27, 11, 0, 61, 0, 0, 0]"
Ficedula_timorensis_2_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Ficedula_timorensis_4_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Tangara_cayana_4_F_Back.png,"[0, 11, 62, 2, 0, 22, 0, 0, 0]"
Tangara_cayana_6_F_Back.png,"[0, 11, 62, 2, 0, 22, 0, 0, 0]"
Tangara_cayana_1_M_Back.png,"[0, 11, 62, 2, 0, 22, 0, 0, 0]"
Tangara_cayana_2_M_Back.png,"[0, 11, 62, 2, 0, 22, 0, 0, 0]"
Tangara_cayana_3_M_Back.png,"[0, 11, 62, 2, 0, 22, 0, 0, 0]"
Tangara_cayana_5_F_Back.png,"[0, 11, 62, 2, 0, 22, 0, 0, 0]"
Zosterops_everetti_4_F_Back.png,"[0, 0, 68, 31, 0, 0, 0, 0, 0]"
Zosterops_everetti_2_M_Back.png,"[0, 0, 68, 31, 0, 0, 0, 0, 0]"
Zosterops_everetti_3_M_Back.png,"[0, 0, 68, 31, 0, 0, 0, 0, 0]"
Zosterops_everetti_5_F_Back.png,"[0, 0, 68, 31, 0, 0, 0, 0, 0]"
Uraeginthus_angolensis_6_F_Back.png,"[0, 4, 0, 7, 0, 88, 0, 0, 0]"
Uraeginthus_angolensis_5_F_Back.png,"[0, 4, 0, 7, 0, 88, 0, 0, 0]"
Dryoscopus_sabini_1_M_Back.png,"[0, 0, 93, 7, 0, 0, 0, 0, 0]"
Dryoscopus_sabini_5_F_Back.png,"[0, 0, 93, 7, 0, 0, 0, 0, 0]"
Mimus_triurus_5_F_Back.png,"[0, 0, 0, 30, 0, 70, 0, 0, 0]"
Mimus_triurus_3_M_Back.png,"[0, 0, 0, 30, 0, 70, 0, 0, 0]"
Mimus_triurus_2_M_Back.png,"[0, 0, 0, 30, 0, 70, 0, 0, 0]"
Sitta_formosa_4_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Sitta_formosa_3_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Sitta_formosa_1_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Oenanthe_moesta_2_M_Back.png,"[0, 9, 0, 7, 78, 0, 0, 0, 4]"
Oenanthe_moesta_6_F_Back.png,"[0, 9, 0, 7, 78, 0, 0, 0, 4]"
Oenanthe_moesta_1_M_Back.png,"[0, 9, 0, 7, 78, 0, 0, 0, 4]"
Oenanthe_moesta_4_F_Back.png,"[0, 9, 0, 7, 78, 0, 0, 0, 4]"
Thraupis_abbas_2_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Thraupis_abbas_5_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Thraupis_abbas_1_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Thraupis_abbas_3_M_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Thraupis_abbas_6_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Thraupis_abbas_4_F_Back.png,"[0, 0, 100, 0, 0, 0, 0, 0, 0]"
Phylloscopus_collybita_1_M_Back.png,"[0, 0, 48, 10, 0, 39, 0, 0, 0]"
Phylloscopus_collybita_2_M_Back.png,"[0, 0, 48, 10, 0, 39, 0, 0, 0]"
Phylloscopus_collybita_4_F_Back.png,"[0, 0, 48, 10, 0, 39, 0, 0, 0]"
Tityra_inquisitor_6_F_Back.png,"[0, 0, 96, 0, 0, 0, 0, 3, 0]"
Tityra_inquisitor_4_F_Back.png,"[0, 0, 96, 0, 0, 0, 0, 3, 0]"
Tityra_inquisitor_2_M_Back.png,"[0, 0, 96, 0, 0, 0, 0, 3, 0]"
